aamma	aamma<Partikel
nulianngussagaluartunga	nuliaq-NNGUR-SSA+GALUAR<Participium<jeg
nulianngussavunga	nuliaq-NNGUR-SSA<Indikativ<jeg
nulianngussasunga	nuliaq-NNGUR-SSA<Participium<jeg
nulianngussasungali	nuliaq-NNGUR-SSA<Participium<jeg+LI
nuliaqarpit	nuliaq-QAR<Interrogativ<du
nuliaqassagaluarpit	nuliaq-QAR-SSA+GALUAR<Interrogativ<du
nuliaqassasungalu	nuliaq-QAR-SSA<Participium<jeg+LU
nuliaagaluartungalu	nuliaq-U+GALUAR<Participium<jeg+LU
nuliaavugut	nuliaq-U<Indikativ<vi
nuliaasungali	nuliaq-U<Participium<jeg+LI
nuliaassasunga	nuliaq-U-SSA<Participium<jeg
nuliaasaraluartungali	nuliaq-U+TAR+GALUAR<Participium<jeg+LI
Nuuk	Nuuk<Absolut
Nuulli	Nuuk<Absolut+LI
Nuullu	Nuuk<Absolut+LU
Nuummik	Nuuk<Instrumentalis
Nuummilli	Nuuk<Instrumentalis+LI
Nuummi	Nuuk<Lokalis
Nuummili	Nuuk<Lokalis+LI
Nuummilu	Nuuk<Lokalis+LU
Nuummiumik	Nuuk+MIU<ental<Instrumentalis
Nuummiumillu	Nuuk+MIU<ental<Instrumentalis+LU
Nuummiumili	Nuuk+MIU<ental<Lokalis+LI
Nuummiunik	Nuuk+MIU<flertal<Instrumentalis
Nuummiulerigaluartunga	Nuuk+MIU-LIRI+GALUAR<Participium<jeg
Nuummiulerisassasunga	Nuuk+MIU-LIRI+TAR-SSA<Participium<jeg
Nuummiunngoraluartungalu	Nuuk+MIU-NNGUR+GALUAR<Participium<jeg+LU
Nuummiunngorpit	Nuuk+MIU-NNGUR<Interrogativ<du
Nuummioqarpoq	Nuuk+MIU-QAR<Indikativ<han
Nuummioqarporli	Nuuk+MIU-QAR<Indikativ<han+LI
Nuummioqarporlu	Nuuk+MIU-QAR<Indikativ<han+LU
Nuummiuugaluartunga	Nuuk+MIU-U+GALUAR<Participium<jeg
Nuummiuugaluartungali	Nuuk+MIU-U+GALUAR<Participium<jeg+LI
Nuummiuuvungali	Nuuk+MIU-U<Indikativ<jeg+LI
Nuummiuuvugulli	Nuuk+MIU-U<Indikativ<vi+LI
Nuummiuuvugullu	Nuuk+MIU-U<Indikativ<vi+LU
Nuummiuuit	Nuuk+MIU-U<Interrogativ<du
Nuummiuusungali	Nuuk+MIU-U<Participium<jeg+LI
Nuummiuussagaluarpunga	Nuuk+MIU-U-SSA+GALUAR<Indikativ<jeg
Nuummiuussagaluarpugut	Nuuk+MIU-U-SSA+GALUAR<Indikativ<vi
Nuummiuussavungali	Nuuk+MIU-U-SSA<Indikativ<jeg+LI
Nuummiuussasungalu	Nuuk+MIU-U-SSA<Participium<jeg+LU
Nuummiuusaraluarpugulli	Nuuk+MIU-U+TAR+GALUAR<Indikativ<vi+LI
Nuummut	Nuuk<Terminalis
Nuummulli	Nuuk<Terminalis+LI
oqaaseq	oqaaseq<ental<Absolut
oqaaserli	oqaaseq<ental<Absolut+LI
oqaaserlu	oqaaseq<ental<Absolut+LU
oqaasera	oqaaseq<ental<Absolut<min
oqaaserali	oqaaseq<ental<Absolut<min+LI
oqaaseralu	oqaaseq<ental<Absolut<min+LU
oqaatsimik	oqaaseq<ental<Instrumentalis
oqaatsimilli	oqaaseq<ental<Instrumentalis+LI
oqaatsimillu	oqaaseq<ental<Instrumentalis+LU
oqaatsimi	oqaaseq<ental<Lokalis
oqaatsimili	oqaaseq<ental<Lokalis+LI
oqaatsimilu	oqaaseq<ental<Lokalis+LU
oqaatsimut	oqaaseq<ental<Terminalis
oqaatsimulli	oqaaseq<ental<Terminalis+LI
oqaatsimullu	oqaaseq<ental<Terminalis+LU
oqaatsinik	oqaaseq<flertal<Instrumentalis
oqaatsinilli	oqaaseq<flertal<Instrumentalis+LI
oqaatsinillu	oqaaseq<flertal<Instrumentalis+LU
oqaatsini	oqaaseq<flertal<Lokalis
oqaatsinili	oqaaseq<flertal<Lokalis+LI
oqaatsinilu	oqaaseq<flertal<Lokalis+LU
oqaasilerigaluarpit	oqaaseq-LIRI+GALUAR<Interrogativ<du
oqaasilerivoq	oqaaseq-LIRI<Indikativ<han
oqaasilerivunga	oqaaseq-LIRI<Indikativ<jeg
oqaasilerivungalu	oqaaseq-LIRI<Indikativ<jeg+LU
oqaasilerivit	oqaaseq-LIRI<Interrogativ<du
oqaasilerisunga	oqaaseq-LIRI<Participium<jeg
oqaasilerisungali	oqaaseq-LIRI<Participium<jeg+LI
oqaasilerisungalu	oqaaseq-LIRI<Participium<jeg+LU
oqaasilerissagaluarpunga	oqaaseq-LIRI-SSA+GALUAR<Indikativ<jeg
oqaasilerissagaluarpit	oqaaseq-LIRI-SSA+GALUAR<Interrogativ<du
oqaasilerissavit	oqaaseq-LIRI-SSA<Interrogativ<du
oqaasilerissasungali	oqaaseq-LIRI-SSA<Participium<jeg+LI
oqaasilerisaraluarpugut	oqaaseq-LIRI+TAR+GALUAR<Indikativ<vi
oqaasilerisaraluartungali	oqaaseq-LIRI+TAR+GALUAR<Participium<jeg+LI
oqaasilerisarpunga	oqaaseq-LIRI+TAR<Indikativ<jeg
oqaasilerisartunga	oqaaseq-LIRI+TAR<Participium<jeg
oqaasilerisassagaluarporli	oqaaseq-LIRI+TAR-SSA+GALUAR<Indikativ<han+LI
oqaasilerisassagaluarpit	oqaaseq-LIRI+TAR-SSA+GALUAR<Interrogativ<du
oqaasilerisassasunga	oqaaseq-LIRI+TAR-SSA<Participium<jeg
oqaasermioqarpoq	oqaaseq+MIU-QAR<Indikativ<han
oqaasermioqarporli	oqaaseq+MIU-QAR<Indikativ<han+LI
oqaasermiuuvoq	oqaaseq+MIU-U<Indikativ<han
oqaasermiuussagaluarpungali	oqaaseq+MIU-U-SSA+GALUAR<Indikativ<jeg+LI
oqaasermiuussavoq	oqaaseq+MIU-U-SSA<Indikativ<han
oqaasermiuussavunga	oqaaseq+MIU-U-SSA<Indikativ<jeg
oqaasermiuusarpungali	oqaaseq+MIU-U+TAR<Indikativ<jeg+LI
oqaasermiuusarpit	oqaaseq+MIU-U+TAR<Interrogativ<du
oqaasermiuusassavit	oqaaseq+MIU-U+TAR-SSA<Interrogativ<du
oqaasinngortungali	oqaaseq-NNGUR<Participium<jeg+LI
oqaasinngussagaluarpungali	oqaaseq-NNGUR-SSA+GALUAR<Indikativ<jeg+LI
oqaasinngussagaluarpit	oqaaseq-NNGUR-SSA+GALUAR<Interrogativ<du
oqaasinngussagaluartunga	oqaaseq-NNGUR-SSA+GALUAR<Participium<jeg
oqaasinngussavunga	oqaaseq-NNGUR-SSA<Indikativ<jeg
oqaasinngussasunga	oqaaseq-NNGUR-SSA<Participium<jeg
oqaasinngortassasungalu	oqaaseq-NNGUR+TAR-SSA<Participium<jeg+LU
oqaaseqarpoq	oqaaseq-QAR<Indikativ<han
oqaaseqarpugullu	oqaaseq-QAR<Indikativ<vi+LU
oqaaseqartunga	oqaaseq-QAR<Participium<jeg
oqaaseqassagaluarpunga	oqaaseq-QAR-SSA+GALUAR<Indikativ<jeg
oqaaseqassagaluarpugulli	oqaaseq-QAR-SSA+GALUAR<Indikativ<vi+LI
oqaaseqassagaluarpit	oqaaseq-QAR-SSA+GALUAR<Interrogativ<du
oqaaseqassagaluartunga	oqaaseq-QAR-SSA+GALUAR<Participium<jeg
oqaaseqassavunga	oqaaseq-QAR-SSA<Indikativ<jeg
oqaaseqassavugut	oqaaseq-QAR-SSA<Indikativ<vi
oqaaseqassavugullu	oqaaseq-QAR-SSA<Indikativ<vi+LU
oqaaseqassavit	oqaaseq-QAR-SSA<Interrogativ<du
oqaaseqassasunga	oqaaseq-QAR-SSA<Participium<jeg
oqaaseqassasungali	oqaaseq-QAR-SSA<Participium<jeg+LI
oqaasiugaluarpit	oqaaseq-U+GALUAR<Interrogativ<du
oqaasiugaluartungalu	oqaaseq-U+GALUAR<Participium<jeg+LU
oqaasiuvunga	oqaaseq-U<Indikativ<jeg
oqaasiuvugulli	oqaaseq-U<Indikativ<vi+LI
oqaasiusunga	oqaaseq-U<Participium<jeg
oqaasiusungali	oqaaseq-U<Participium<jeg+LI
oqaasiussasunga	oqaaseq-U-SSA<Participium<jeg
oqaasiusaraluartungali	oqaaseq-U+TAR+GALUAR<Participium<jeg+LI
oqaasiusassagaluarpugullu	oqaaseq-U+TAR-SSA+GALUAR<Indikativ<vi+LU
oqaasilerisoq	oqaasilerisoq<ental<Absolut
oqaasilerisorli	oqaasilerisoq<ental<Absolut+LI
oqaasilerisorlu	oqaasilerisoq<ental<Absolut+LU
oqaasilerisorali	oqaasilerisoq<ental<Absolut<min+LI
oqaasilerisoralu	oqaasilerisoq<ental<Absolut<min+LU
oqaasilerisumik	oqaasilerisoq<ental<Instrumentalis
oqaasilerisumi	oqaasilerisoq<ental<Lokalis
oqaasilerisumili	oqaasilerisoq<ental<Lokalis+LI
oqaasilerisumulli	oqaasilerisoq<ental<Terminalis+LI
oqaasilerisunilli	oqaasilerisoq<flertal<Instrumentalis+LI
oqaasilerisunillu	oqaasilerisoq<flertal<Instrumentalis+LU
oqaasilerisulerisarpungali	oqaasilerisoq-LIRI+TAR<Indikativ<jeg+LI
oqaasilerisulerisassagaluarpugut	oqaasilerisoq-LIRI+TAR-SSA+GALUAR<Indikativ<vi
oqaasilerisulerisassagaluarpit	oqaasilerisoq-LIRI+TAR-SSA+GALUAR<Interrogativ<du
oqaasilerisulerisassavunga	oqaasilerisoq-LIRI+TAR-SSA<Indikativ<jeg
oqaasilerisormiulu	oqaasilerisoq+MIU<ental<Absolut+LU
oqaasilerisormiulerivunga	oqaasilerisoq+MIU-LIRI<Indikativ<jeg
oqaasilerisormiuusarpit	oqaasilerisoq+MIU-U+TAR<Interrogativ<du
oqaasilerisormiuusartunga	oqaasilerisoq+MIU-U+TAR<Participium<jeg
oqaasilerisormiuusassagaluartunga	oqaasilerisoq+MIU-U+TAR-SSA+GALUAR<Participium<jeg
oqaasilerisormiuusassavit	oqaasilerisoq+MIU-U+TAR-SSA<Interrogativ<du
oqaasilerisunngussagaluarporlu	oqaasilerisoq-NNGUR-SSA+GALUAR<Indikativ<han+LU
oqaasilerisoqarpungali	oqaasilerisoq-QAR<Indikativ<jeg+LI
oqaasilerisoqarpit	oqaasilerisoq-QAR<Interrogativ<du
oqaasilerisoqassagaluarpugullu	oqaasilerisoq-QAR-SSA+GALUAR<Indikativ<vi+LU
oqaasilerisoqassavunga	oqaasilerisoq-QAR-SSA<Indikativ<jeg
oqaasilerisoqassavugut	oqaasilerisoq-QAR-SSA<Indikativ<vi
oqaasilerisoqassasunga	oqaasilerisoq-QAR-SSA<Participium<jeg
oqaasilerisoqartartunga	oqaasilerisoq-QAR+TAR<Participium<jeg
oqaasilerisoqartassagaluarpunga	oqaasilerisoq-QAR+TAR-SSA+GALUAR<Indikativ<jeg
oqaasilerisuugaluartunga	oqaasilerisoq-U+GALUAR<Participium<jeg
oqaasilerisuuvugut	oqaasilerisoq-U<Indikativ<vi
oqaasilerisuusassagaluarpit	oqaasilerisoq-U+TAR-SSA+GALUAR<Interrogativ<du
Paamiut	Paamiut<Absolut
Paamiulli	Paamiut<Absolut+LI
Paamiullu	Paamiut<Absolut+LU
Paamiunik	Paamiut<Instrumentalis
Paamiunilli	Paamiut<Instrumentalis+LI
Paamiunillu	Paamiut<Instrumentalis+LU
Paamiuni	Paamiut<Lokalis
Paamiunili	Paamiut<Lokalis+LI
Paamiunilu	Paamiut<Lokalis+LU
Paamiormiu	Paamiut+MIU<ental<Absolut
Paamiormiuli	Paamiut+MIU<ental<Absolut+LI
Paamiormiumilli	Paamiut+MIU<ental<Instrumentalis+LI
Paamiormiumili	Paamiut+MIU<ental<Lokalis+LI
Paamiormiumut	Paamiut+MIU<ental<Terminalis
Paamiormiumulli	Paamiut+MIU<ental<Terminalis+LI
Paamiormiunik	Paamiut+MIU<flertal<Instrumentalis
Paamiormiunilli	Paamiut+MIU<flertal<Instrumentalis+LI
Paamiormiunillu	Paamiut+MIU<flertal<Instrumentalis+LU
Paamiormiuni	Paamiut+MIU<flertal<Lokalis
Paamiormiulerigaluarpunga	Paamiut+MIU-LIRI+GALUAR<Indikativ<jeg
Paamiormiulerivit	Paamiut+MIU-LIRI<Interrogativ<du
Paamiormiulerisungali	Paamiut+MIU-LIRI<Participium<jeg+LI
Paamiormiulerissagaluartungali	Paamiut+MIU-LIRI-SSA+GALUAR<Participium<jeg+LI
Paamiormiulerissasunga	Paamiut+MIU-LIRI-SSA<Participium<jeg
Paamiormiulerisaraluarpungali	Paamiut+MIU-LIRI+TAR+GALUAR<Indikativ<jeg+LI
Paamiormiulerisaraluarpit	Paamiut+MIU-LIRI+TAR+GALUAR<Interrogativ<du
Paamiormiulerisaraluartungalu	Paamiut+MIU-LIRI+TAR+GALUAR<Participium<jeg+LU
Paamiormiulerisassagaluartunga	Paamiut+MIU-LIRI+TAR-SSA+GALUAR<Participium<jeg
Paamiormiulerisassavit	Paamiut+MIU-LIRI+TAR-SSA<Interrogativ<du
Paamiormiunngoraluarpunga	Paamiut+MIU-NNGUR+GALUAR<Indikativ<jeg
Paamiormiunngorpunga	Paamiut+MIU-NNGUR<Indikativ<jeg
Paamiormiunngussagaluarporli	Paamiut+MIU-NNGUR-SSA+GALUAR<Indikativ<han+LI
Paamiormiunngussagaluarpugulli	Paamiut+MIU-NNGUR-SSA+GALUAR<Indikativ<vi+LI
Paamiormiunngussagaluarpit	Paamiut+MIU-NNGUR-SSA+GALUAR<Interrogativ<du
Paamiormiunngussagaluartungalu	Paamiut+MIU-NNGUR-SSA+GALUAR<Participium<jeg+LU
Paamiormiunngussavit	Paamiut+MIU-NNGUR-SSA<Interrogativ<du
Paamiormiunngortaraluartunga	Paamiut+MIU-NNGUR+TAR+GALUAR<Participium<jeg
Paamiormiunngortarporli	Paamiut+MIU-NNGUR+TAR<Indikativ<han+LI
Paamiormiunngortarpit	Paamiut+MIU-NNGUR+TAR<Interrogativ<du
Paamiormiunngortassavungalu	Paamiut+MIU-NNGUR+TAR-SSA<Indikativ<jeg+LU
Paamiormioqarpoq	Paamiut+MIU-QAR<Indikativ<han
Paamiormioqarporli	Paamiut+MIU-QAR<Indikativ<han+LI
Paamiormioqarporlu	Paamiut+MIU-QAR<Indikativ<han+LU
Paamiormiuugaluarpugullu	Paamiut+MIU-U+GALUAR<Indikativ<vi+LU
Paamiormiuugaluarpit	Paamiut+MIU-U+GALUAR<Interrogativ<du
Paamiormiuuvoq	Paamiut+MIU-U<Indikativ<han
Paamiormiuuvunga	Paamiut+MIU-U<Indikativ<jeg
Paamiormiuuvugut	Paamiut+MIU-U<Indikativ<vi
Paamiormiuuvugulli	Paamiut+MIU-U<Indikativ<vi+LI
Paamiormiuuit	Paamiut+MIU-U<Interrogativ<du
Paamiormiuusunga	Paamiut+MIU-U<Participium<jeg
Paamiormiuusungali	Paamiut+MIU-U<Participium<jeg+LI
Paamiormiuussavit	Paamiut+MIU-U-SSA<Interrogativ<du
Paamiormiuusaraluarpunga	Paamiut+MIU-U+TAR+GALUAR<Indikativ<jeg
Paamiormiuusaraluarpungalu	Paamiut+MIU-U+TAR+GALUAR<Indikativ<jeg+LU
Paamiormiuusaraluarpugut	Paamiut+MIU-U+TAR+GALUAR<Indikativ<vi
Paamiormiuusaraluartunga	Paamiut+MIU-U+TAR+GALUAR<Participium<jeg
Paamiormiuusaraluartungali	Paamiut+MIU-U+TAR+GALUAR<Participium<jeg+LI
Paamiormiuusarpit	Paamiut+MIU-U+TAR<Interrogativ<du
Paamiormiuusartunga	Paamiut+MIU-U+TAR<Participium<jeg
Paamiormiuusassagaluarporlu	Paamiut+MIU-U+TAR-SSA+GALUAR<Indikativ<han+LU
Paamiormiuusassagaluarpit	Paamiut+MIU-U+TAR-SSA+GALUAR<Interrogativ<du
Paamiormiuusassagaluartunga	Paamiut+MIU-U+TAR-SSA+GALUAR<Participium<jeg
Paamiormiuusassavugullu	Paamiut+MIU-U+TAR-SSA<Indikativ<vi+LU
Paamiormiuusassasunga	Paamiut+MIU-U+TAR-SSA<Participium<jeg
piareeraluarporli	piareer+GALUAR<Indikativ<han+LI
piareeraluarpunga	piareer+GALUAR<Indikativ<jeg
piareeraluarpungali	piareer+GALUAR<Indikativ<jeg+LI
piareeraluarpit	piareer+GALUAR<Interrogativ<du
piareeraluartunga	piareer+GALUAR<Participium<jeg
piareeraluartungali	piareer+GALUAR<Participium<jeg+LI
piareerpoq	piareer<Indikativ<han
piareerporli	piareer<Indikativ<han+LI
piareerporlu	piareer<Indikativ<han+LU
piareerpunga	piareer<Indikativ<jeg
piareerpungali	piareer<Indikativ<jeg+LI
piareerpugut	piareer<Indikativ<vi
piareerpugulli	piareer<Indikativ<vi+LI
piareerpugullu	piareer<Indikativ<vi+LU
piareerpit	piareer<Interrogativ<du
piareertunga	piareer<Participium<jeg
piareertungali	piareer<Participium<jeg+LI
piareertungalu	piareer<Participium<jeg+LU
piariissagaluarporli	piareer-SSA+GALUAR<Indikativ<han+LI
piariissagaluarpunga	piareer-SSA+GALUAR<Indikativ<jeg
piariissagaluarpungali	piareer-SSA+GALUAR<Indikativ<jeg+LI
piariissagaluarpungalu	piareer-SSA+GALUAR<Indikativ<jeg+LU
piariissagaluarpugut	piareer-SSA+GALUAR<Indikativ<vi
piariissagaluarpugulli	piareer-SSA+GALUAR<Indikativ<vi+LI
piariissagaluarpit	piareer-SSA+GALUAR<Interrogativ<du
piariissagaluartunga	piareer-SSA+GALUAR<Participium<jeg
piariissagaluartungali	piareer-SSA+GALUAR<Participium<jeg+LI
piariissagaluartungalu	piareer-SSA+GALUAR<Participium<jeg+LU
piariissavoq	piareer-SSA<Indikativ<han
piariissavorli	piareer-SSA<Indikativ<han+LI
piariissavorlu	piareer-SSA<Indikativ<han+LU
piariissavunga	piareer-SSA<Indikativ<jeg
piariissavungali	piareer-SSA<Indikativ<jeg+LI
piariissavungalu	piareer-SSA<Indikativ<jeg+LU
piariissavugut	piareer-SSA<Indikativ<vi
piariissavugulli	piareer-SSA<Indikativ<vi+LI
piariissavugullu	piareer-SSA<Indikativ<vi+LU
piariissavit	piareer-SSA<Interrogativ<du
piariissasunga	piareer-SSA<Participium<jeg
piariissasungali	piareer-SSA<Participium<jeg+LI
piariissasungalu	piareer-SSA<Participium<jeg+LU
piareertaraluarpoq	piareer+TAR+GALUAR<Indikativ<han
piareertaraluarpunga	piareer+TAR+GALUAR<Indikativ<jeg
piareertaraluarpugut	piareer+TAR+GALUAR<Indikativ<vi
piareertaraluarpugulli	piareer+TAR+GALUAR<Indikativ<vi+LI
piareertaraluarpit	piareer+TAR+GALUAR<Interrogativ<du
piareertaraluartunga	piareer+TAR+GALUAR<Participium<jeg
piareertaraluartungali	piareer+TAR+GALUAR<Participium<jeg+LI
piareertaraluartungalu	piareer+TAR+GALUAR<Participium<jeg+LU
piareertarpungali	piareer+TAR<Indikativ<jeg+LI
piareertarpit	piareer+TAR<Interrogativ<du
piareertartunga	piareer+TAR<Participium<jeg
piareertartungali	piareer+TAR<Participium<jeg+LI
piareertassagaluarporlu	piareer+TAR-SSA+GALUAR<Indikativ<han+LU
piareertassagaluarpungalu	piareer+TAR-SSA+GALUAR<Indikativ<jeg+LU
piareertassagaluarpugut	piareer+TAR-SSA+GALUAR<Indikativ<vi
piareertassagaluarpugullu	piareer+TAR-SSA+GALUAR<Indikativ<vi+LU
piareertassagaluarpit	piareer+TAR-SSA+GALUAR<Interrogativ<du
piareertassagaluartunga	piareer+TAR-SSA+GALUAR<Participium<jeg
piareertassagaluartungali	piareer+TAR-SSA+GALUAR<Participium<jeg+LI
piareertassavoq	piareer+TAR-SSA<Indikativ<han
piareertassavungalu	piareer+TAR-SSA<Indikativ<jeg+LU
piareertassavugut	piareer+TAR-SSA<Indikativ<vi
piareertassavugulli	piareer+TAR-SSA<Indikativ<vi+LI
piareertassavit	piareer+TAR-SSA<Interrogativ<du
piareertassasungalu	piareer+TAR-SSA<Participium<jeg+LU
qallunaaq	qallunaaq<ental<Absolut
qallunaarli	qallunaaq<ental<Absolut+LI
qallunaarlu	qallunaaq<ental<Absolut+LU
qallunaamik	qallunaaq<ental<Instrumentalis
qallunaamilli	qallunaaq<ental<Instrumentalis+LI
qallunaamillu	qallunaaq<ental<Instrumentalis+LU
qallunaami	qallunaaq<ental<Lokalis
qallunaamili	qallunaaq<ental<Lokalis+LI
qallunaamilu	qallunaaq<ental<Lokalis+LU
qallunaamut	qallunaaq<ental<Terminalis
qallunaamulli	qallunaaq<ental<Terminalis+LI
qallunaamullu	qallunaaq<ental<Terminalis+LU
qallunaanik	qallunaaq<flertal<Instrumentalis
qallunaanilli	qallunaaq<flertal<Instrumentalis+LI
qallunaanillu	qallunaaq<flertal<Instrumentalis+LU
qallunaani	qallunaaq<flertal<Lokalis
qallunaanili	qallunaaq<flertal<Lokalis+LI
qallunaanilu	qallunaaq<flertal<Lokalis+LU
qallunaanngoraluarpoq	qallunaaq-NNGUR+GALUAR<Indikativ<han
qallunaanngoraluarporli	qallunaaq-NNGUR+GALUAR<Indikativ<han+LI
qallunaanngoraluarporlu	qallunaaq-NNGUR+GALUAR<Indikativ<han+LU
qallunaanngorporli	qallunaaq-NNGUR<Indikativ<han+LI
qallunaanngussagaluarporli	qallunaaq-NNGUR-SSA+GALUAR<Indikativ<han+LI
qallunaanngussavoq	qallunaaq-NNGUR-SSA<Indikativ<han
qallunaanngussavorli	qallunaaq-NNGUR-SSA<Indikativ<han+LI
qallunaanngussavorlu	qallunaaq-NNGUR-SSA<Indikativ<han+LU
qallunaanngortaraluarpoq	qallunaaq-NNGUR+TAR+GALUAR<Indikativ<han
qallunaanngortarpoq	qallunaaq-NNGUR+TAR<Indikativ<han
qallunaanngortarporli	qallunaaq-NNGUR+TAR<Indikativ<han+LI
qallunaanngortassagaluarpit	qallunaaq-NNGUR+TAR-SSA+GALUAR<Interrogativ<du
qallunaanngortassavunga	qallunaaq-NNGUR+TAR-SSA<Indikativ<jeg
qallunaanngortassasunga	qallunaaq-NNGUR+TAR-SSA<Participium<jeg
qallunaaqaraluarporli	qallunaaq-QAR+GALUAR<Indikativ<han+LI
qallunaaqaraluarporlu	qallunaaq-QAR+GALUAR<Indikativ<han+LU
qallunaaqarporli	qallunaaq-QAR<Indikativ<han+LI
qallunaaqarporlu	qallunaaq-QAR<Indikativ<han+LU
qallunaaqassagaluarpoq	qallunaaq-QAR-SSA+GALUAR<Indikativ<han
qallunaaqassagaluarporli	qallunaaq-QAR-SSA+GALUAR<Indikativ<han+LI
qallunaaqassagaluarporlu	qallunaaq-QAR-SSA+GALUAR<Indikativ<han+LU
qallunaaqassavoq	qallunaaq-QAR-SSA<Indikativ<han
qallunaaqassavorli	qallunaaq-QAR-SSA<Indikativ<han+LI
qallunaaqassavorlu	qallunaaq-QAR-SSA<Indikativ<han+LU
qallunaaqartaraluarporlu	qallunaaq-QAR+TAR+GALUAR<Indikativ<han+LU
qallunaaqartarporli	qallunaaq-QAR+TAR<Indikativ<han+LI
qallunaaqartassagaluarpit	qallunaaq-QAR+TAR-SSA+GALUAR<Interrogativ<du
qallunaaqartassavit	qallunaaq-QAR+TAR-SSA<Interrogativ<du
qallunaajugaluarporlu	qallunaaq-U+GALUAR<Indikativ<han+LU
qallunaajugaluarpunga	qallunaaq-U+GALUAR<Indikativ<jeg
qallunaajugaluartunga	qallunaaq-U+GALUAR<Participium<jeg
qallunaajuvoq	qallunaaq-U<Indikativ<han
qallunaajuvorli	qallunaaq-U<Indikativ<han+LI
qallunaajuvugulli	qallunaaq-U<Indikativ<vi+LI
qallunaajuit	qallunaaq-U<Interrogativ<du
qallunaajusunga	qallunaaq-U<Participium<jeg
qallunaajusungali	qallunaaq-U<Participium<jeg+LI
qallunaajussagaluarpungali	qallunaaq-U-SSA+GALUAR<Indikativ<jeg+LI
qallunaajussavugulli	qallunaaq-U-SSA<Indikativ<vi+LI
qallunaajussavit	qallunaaq-U-SSA<Interrogativ<du
qallunaajusaraluarpugulli	qallunaaq-U+TAR+GALUAR<Indikativ<vi+LI
qallunaajusaraluarpit	qallunaaq-U+TAR+GALUAR<Interrogativ<du
qallunaajusarpit	qallunaaq-U+TAR<Interrogativ<du
qallunaajusartunga	qallunaaq-U+TAR<Participium<jeg
qallunaajusassagaluarpunga	qallunaaq-U+TAR-SSA+GALUAR<Indikativ<jeg
qallunaajusassagaluarpungali	qallunaaq-U+TAR-SSA+GALUAR<Indikativ<jeg+LI
qallunaajusassagaluarpugut	qallunaaq-U+TAR-SSA+GALUAR<Indikativ<vi
qallunaajusassasungali	qallunaaq-U+TAR-SSA<Participium<jeg+LI
Qaqortoq	Qaqortoq<Absolut
Qaqortorli	Qaqortoq<Absolut+LI
Qaqortumik	Qaqortoq<Instrumentalis
Qaqortumilli	Qaqortoq<Instrumentalis+LI
Qaqortumi	Qaqortoq<Lokalis
Qaqortumili	Qaqortoq<Lokalis+LI
Qaqortumilu	Qaqortoq<Lokalis+LU
Qaqortormiulu	Qaqortoq+MIU<ental<Absolut+LU
Qaqortormiumulli	Qaqortoq+MIU<ental<Terminalis+LI
Qaqortormiuni	Qaqortoq+MIU<flertal<Lokalis
Qaqortormiulerisunga	Qaqortoq+MIU-LIRI<Participium<jeg
Qaqortormiulerisarpit	Qaqortoq+MIU-LIRI+TAR<Interrogativ<du
Qaqortormiulerisassagaluarpit	Qaqortoq+MIU-LIRI+TAR-SSA+GALUAR<Interrogativ<du
Qaqortormiunngussavit	Qaqortoq+MIU-NNGUR-SSA<Interrogativ<du
Qaqortormioqarpoq	Qaqortoq+MIU-QAR<Indikativ<han
Qaqortormioqarporli	Qaqortoq+MIU-QAR<Indikativ<han+LI
Qaqortormiuugaluarporlu	Qaqortoq+MIU-U+GALUAR<Indikativ<han+LU
Qaqortormiuugaluartungali	Qaqortoq+MIU-U+GALUAR<Participium<jeg+LI
Qaqortormiuuit	Qaqortoq+MIU-U<Interrogativ<du
Qaqortormiuussagaluartunga	Qaqortoq+MIU-U-SSA+GALUAR<Participium<jeg
Qaqortormiuusaraluarpit	Qaqortoq+MIU-U+TAR+GALUAR<Interrogativ<du
Qaqortormiuusassagaluarpugut	Qaqortoq+MIU-U+TAR-SSA+GALUAR<Indikativ<vi
Qaqortumut	Qaqortoq<Terminalis
Qaqortumulli	Qaqortoq<Terminalis+LI
Qaqortumullu	Qaqortoq<Terminalis+LU
Qasigiannguit	Qasigiannguit<Absolut
Qasigiannguilli	Qasigiannguit<Absolut+LI
Qasigiannguillu	Qasigiannguit<Absolut+LU
Qasigiannguanik	Qasigiannguit<Instrumentalis
Qasigiannguanilli	Qasigiannguit<Instrumentalis+LI
Qasigiannguanillu	Qasigiannguit<Instrumentalis+LU
Qasigiannguani	Qasigiannguit<Lokalis
Qasigiannguanili	Qasigiannguit<Lokalis+LI
Qasigiannguanilu	Qasigiannguit<Lokalis+LU
Qasigiannguarmiuni	Qasigiannguit+MIU<flertal<Lokalis
Qasigiannguarmiunngorpungalu	Qasigiannguit+MIU-NNGUR<Indikativ<jeg+LU
Qasigiannguarmiunngortungalu	Qasigiannguit+MIU-NNGUR<Participium<jeg+LU
Qasigiannguarmiunngussavit	Qasigiannguit+MIU-NNGUR-SSA<Interrogativ<du
Qasigiannguarmiunngortaraluartungalu	Qasigiannguit+MIU-NNGUR+TAR+GALUAR<Participium<jeg+LU
Qasigiannguarmiunngortassasunga	Qasigiannguit+MIU-NNGUR+TAR-SSA<Participium<jeg
Qasigiannguarmioqarporli	Qasigiannguit+MIU-QAR<Indikativ<han+LI
Qasigiannguarmioqarporlu	Qasigiannguit+MIU-QAR<Indikativ<han+LU
