aamma	aamma<Partikel
eqqumiitsuliortuinnalerilaartarlutinguna	eqqumiitsuliortoq-INNAQ-LIRI-LAAR=TAR<Ledsagemåde<de_selv+UNA
eqqumiitsuliortuinnalerillutik	eqqumiitsuliortoq-INNAQ-LIRI<Ledsagemåde<de_selv
eqqumiitsuliortuinnaqannginnerat	eqqumiitsuliortoq-INNAQ-QAR-NNGIT+NIQ<ental<deres
eqqumiitsuliortuinnaqassagaluarnerillu	eqqumiitsuliortoq-INNAQ-QAR-SSA=GALUAR+NIQ<flertal<Absolut+LU
eqqumiitsuliortuinnaagaluarneraana	eqqumiitsuliortoq-INNAQ-U+GALUAR+NIQ<ental<hans<Absolut+UNA
eqqumiitsuliortulik	eqqumiitsuliortoq-LIK<ental<Absolut
eqqumiitsuliortulittununa	eqqumiitsuliortoq-LIK<ental<Aequalis+UNA
eqqumiitsuliortulimmununa	eqqumiitsuliortoq-LIK<ental<Terminalis+UNA
eqqumiitsuliortulii	eqqumiitsuliortoq-LIK<flertal<hans<Absolut
eqqumiitsuliortullit	eqqumiitsuliortoq-LIK<flertal<Relativ
eqqumiitsuliortullilli	eqqumiitsuliortoq-LIK<flertal<Relativ+LI
eqqumiitsuliortullinuna	eqqumiitsuliortoq-LIK<flertal<Relativ+UNA
eqqumiitsuliortulileriniarporli	eqqumiitsuliortoq-LIK-LIRI+NIAR<Indikativ<han+LI
eqqumiitsuliortulerigaluarpungaana	eqqumiitsuliortoq-LIRI+GALUAR<Indikativ<jeg+UNA
eqqumiitsuliortulerilaarneriuna	eqqumiitsuliortoq-LIRI-LAAR+NIQ<flertal<hans<Absolut+UNA
eqqumiitsuliortuleriniarnatik	eqqumiitsuliortoq-LIRI+NIAR=NNGIT<Ledsagemåde<de_selv
eqqumiitsuliortulerinertullu	eqqumiitsuliortoq-LIRI+NIQ<ental<Aequalis+LU
eqqumiitsuliortulerissagaluarneranuna	eqqumiitsuliortoq-LIRI-SSA=GALUAR+NIQ<ental<deres+UNA
eqqumiitsuliortulerissapput	eqqumiitsuliortoq-LIRI-SSA<Indikativ<de
eqqumiitsuliortulerisarlutik	eqqumiitsuliortoq-LIRI+TAR<Ledsagemåde<de_selv
eqqumiitsuliortormiunngorsimasartunga	eqqumiitsuliortoq+MIU-NNGUR+SIMA=TAR<Participium<jeg
eqqumiitsuliortormioqarporlu	eqqumiitsuliortoq+MIU-QAR<Indikativ<han+LU
eqqumiitsuliortormioqarneruna	eqqumiitsuliortoq+MIU-QAR+NIQ+UNA
eqqumiitsuliortormiuusut	eqqumiitsuliortoq+MIU-U<Participium<de
eqqumiitsuliortormiuussaagununa	eqqumiitsuliortoq+MIU-U-SSA<Indikativ<vi+UNA
eqqumiitsuliortunngorpugut	eqqumiitsuliortoq-NNGUR<Indikativ<vi
eqqumiitsuliortunngorpugullu	eqqumiitsuliortoq-NNGUR<Indikativ<vi+LU
eqqumiitsuliortunngorpit	eqqumiitsuliortoq-NNGUR<Interrogativ<du
eqqumiitsuliortunngulaartarpunga	eqqumiitsuliortoq-NNGUR-LAAR=TAR<Indikativ<jeg
eqqumiitsuliortunngornerni	eqqumiitsuliortoq-NNGUR+NIQ<flertal<Lokalis
eqqumiitsuliortunngornatilli	eqqumiitsuliortoq-NNGUR-NNGIT<Ledsagemåde<de_selv+LI
eqqumiitsuliortunngussagaluarpit	eqqumiitsuliortoq-NNGUR-SSA=GALUAR<Interrogativ<du
eqqumiitsuliortunngussappununa	eqqumiitsuliortoq-NNGUR-SSA<Indikativ<de+UNA
eqqumiitsuliortorpassuilli	eqqumiitsuliortoq+PASSUAQ<flertal<Absolut+LI
eqqumiitsuliortorpassuillu	eqqumiitsuliortoq+PASSUAQ<flertal<Absolut+LU
eqqumiitsuliortorpassuarni	eqqumiitsuliortoq+PASSUAQ<flertal<Lokalis
eqqumiitsuliortorpassuarniissaaruna	eqqumiitsuliortoq+PASSUAQ<flertal<Lokalis+IP-SSA<Indikativ<han+UNA
eqqumiitsuliortorpassuarnili	eqqumiitsuliortoq+PASSUAQ<flertal<Lokalis+LI
eqqumiitsuliortoqarpugulli	eqqumiitsuliortoq-QAR<Indikativ<vi+LI
eqqumiitsuliortoqarpit	eqqumiitsuliortoq-QAR<Interrogativ<du
eqqumiitsuliortoqalaarput	eqqumiitsuliortoq-QAR-LAAR<Indikativ<de
eqqumiitsuliortoqalaarpit	eqqumiitsuliortoq-QAR-LAAR<Interrogativ<du
eqqumiitsuliortoqalaarlutik	eqqumiitsuliortoq-QAR-LAAR<Ledsagemåde<de_selv
eqqumiitsuliortoqalaarneq	eqqumiitsuliortoq-QAR-LAAR+NIQ<ental<Absolut
eqqumiitsuliortoqalaarnerat	eqqumiitsuliortoq-QAR-LAAR+NIQ<ental<deres
eqqumiitsuliortoqalaarneraana	eqqumiitsuliortoq-QAR-LAAR+NIQ<ental<hans<Absolut+UNA
eqqumiitsuliortoqalaartarpunga	eqqumiitsuliortoq-QAR-LAAR=TAR<Indikativ<jeg
eqqumiitsuliortoqalaartarneriuna	eqqumiitsuliortoq-QAR-LAAR=TAR+NIQ<flertal<hans<Absolut+UNA
eqqumiitsuliortoqalaartartungaana	eqqumiitsuliortoq-QAR-LAAR=TAR<Participium<jeg+UNA
eqqumiitsuliortoqarniartullu	eqqumiitsuliortoq-QAR+NIAR<Participium<de+LU
eqqumiitsuliortoqanngilatit	eqqumiitsuliortoq-QAR-NNGIT<Interrogativ<du
eqqumiitsuliortoqannginnerlu	eqqumiitsuliortoq-QAR-NNGIT+NIQ<ental<Absolut+LU
eqqumiitsuliortoqannginneraana	eqqumiitsuliortoq-QAR-NNGIT+NIQ<ental<hans<Absolut+UNA
eqqumiitsuliortoqarsimanerallu	eqqumiitsuliortoq-QAR+SIMA+NIQ<ental<deres+LU
eqqumiitsuliortoqassaarli	eqqumiitsuliortoq-QAR-SSA<Indikativ<han+LI
eqqumiitsuliortoqassallutik	eqqumiitsuliortoq-QAR-SSA<Ledsagemåde<de_selv
eqqumiitsuliortoqassasullu	eqqumiitsuliortoq-QAR-SSA<Participium<de+LU
eqqumiitsuliortoqartartoq	eqqumiitsuliortoq-QAR+TAR<Participium<han
eqqumiitsuliortoqartartoruna	eqqumiitsuliortoq-QAR+TAR<Participium<han+UNA
eqqumiitsuliortuugaluartunga	eqqumiitsuliortoq-U+GALUAR<Participium<jeg
eqqumiitsuliortuulaartartoq	eqqumiitsuliortoq-U-LAAR=TAR<Participium<han
eqqumiitsuliortuuniarnatik	eqqumiitsuliortoq-U+NIAR=NNGIT<Ledsagemåde<de_selv
eqqumiitsuliortuusinnaavugununa	eqqumiitsuliortoq-U+SINNAA<Indikativ<vi+UNA
eqqumiitsuliortuussagaluarnerni	eqqumiitsuliortoq-U-SSA=GALUAR+NIQ<flertal<Lokalis
Esbjerg	Esbjerg<Absolut
Esbjergili	Esbjerg<Absolut+LI
Esbjergilu	Esbjerg<Absolut+LU
Esbjergiuna	Esbjerg<Absolut+UNA
Esbjergimik	Esbjerg<Instrumentalis
Esbjergimilli	Esbjerg<Instrumentalis+LI
Esbjergimillu	Esbjerg<Instrumentalis+LU
Esbjergiminguna	Esbjerg<Instrumentalis+UNA
Esbjergimi	Esbjerg<Lokalis
Esbjergimili	Esbjerg<Lokalis+LI
Esbjergimilu	Esbjerg<Lokalis+LU
Esbjergimiuna	Esbjerg<Lokalis+UNA
Esbjergimiu	Esbjerg+MIU<ental<Absolut
Esbjergimiumi	Esbjerg+MIU<ental<Lokalis
Esbjergimiumut	Esbjerg+MIU<ental<Terminalis
Esbjergimiumulli	Esbjerg+MIU<ental<Terminalis+LI
Esbjergimiumununa	Esbjerg+MIU<ental<Terminalis+UNA
Esbjergimiunik	Esbjerg+MIU<flertal<Instrumentalis
Esbjergimiunilli	Esbjerg+MIU<flertal<Instrumentalis+LI
Esbjergimiuninguna	Esbjerg+MIU<flertal<Instrumentalis+UNA
Esbjergimiuni	Esbjerg+MIU<flertal<Lokalis
Esbjergimiunili	Esbjerg+MIU<flertal<Lokalis+LI
Esbjergimiuniuna	Esbjerg+MIU<flertal<Lokalis+UNA
Esbjergimiulerigaluartoq	Esbjerg+MIU-LIRI+GALUAR<Participium<han
Esbjergimiulerivit	Esbjerg+MIU-LIRI<Interrogativ<du
Esbjergimiulerilaartunga	Esbjerg+MIU-LIRI-LAAR<Participium<jeg
Esbjergimiuleriniarpit	Esbjerg+MIU-LIRI+NIAR<Interrogativ<du
Esbjergimiulerinianngilagut	Esbjerg+MIU-LIRI+NIAR=NNGIT<Indikativ<vi
Esbjergimiulerinerinuna	Esbjerg+MIU-LIRI+NIQ<flertal<Absolut+UNA
Esbjergimiulerisorlu	Esbjerg+MIU-LIRI<Participium<han+LU
Esbjergimiulerisaraluartununa	Esbjerg+MIU-LIRI+TAR=GALUAR<Participium<de+UNA
Esbjergimiulerisarpugununa	Esbjerg+MIU-LIRI+TAR<Indikativ<vi+UNA
Esbjergimiunngorpoq	Esbjerg+MIU-NNGUR<Indikativ<han
Esbjergimiunngorporuna	Esbjerg+MIU-NNGUR<Indikativ<han+UNA
Esbjergimiunngulaarpit	Esbjerg+MIU-NNGUR-LAAR<Interrogativ<du
Esbjergimiunngulaartarlutinguna	Esbjerg+MIU-NNGUR-LAAR=TAR<Ledsagemåde<de_selv+UNA
Esbjergimiunngorniarnatinguna	Esbjerg+MIU-NNGUR+NIAR=NNGIT<Ledsagemåde<de_selv+UNA
Esbjergimiunngunnginnera	Esbjerg+MIU-NNGUR-NNGIT+NIQ<ental<hans<Absolut
Esbjergimiunngorsimavungaana	Esbjerg+MIU-NNGUR+SIMA<Indikativ<jeg+UNA
Esbjergimioqarpoq	Esbjerg+MIU-QAR<Indikativ<han
Esbjergimioqarporli	Esbjerg+MIU-QAR<Indikativ<han+LI
Esbjergimioqarporlu	Esbjerg+MIU-QAR<Indikativ<han+LU
Esbjergimioqarporuna	Esbjerg+MIU-QAR<Indikativ<han+UNA
Esbjergimioqarneq	Esbjerg+MIU-QAR+NIQ
Esbjergimioqarnerlu	Esbjerg+MIU-QAR+NIQ+LU
Esbjergimioqarneruna	Esbjerg+MIU-QAR+NIQ+UNA
Esbjergimioqartoq	Esbjerg+MIU-QAR<Participium<han
Esbjergimioqartorli	Esbjerg+MIU-QAR<Participium<han+LI
Esbjergimioqartorlu	Esbjerg+MIU-QAR<Participium<han+LU
Esbjergimioqartoruna	Esbjerg+MIU-QAR<Participium<han+UNA
Esbjergimiuugaluarlutillu	Esbjerg+MIU-U+GALUAR<Ledsagemåde<de_selv+LU
Esbjergimiuuit	Esbjerg+MIU-U<Interrogativ<du
Esbjergimiuulaarlutillu	Esbjerg+MIU-U-LAAR<Ledsagemåde<de_selv+LU
Esbjergimiuulaarnerniissinnaasut	Esbjerg+MIU-U-LAAR+NIQ<flertal<Lokalis+IP+SINNAA<Participium<de
Esbjergimiuulaartarpugulli	Esbjerg+MIU-U-LAAR=TAR<Indikativ<vi+LI
Esbjergimiuulaartartununa	Esbjerg+MIU-U-LAAR=TAR<Participium<de+UNA
Esbjergimiuullutinguna	Esbjerg+MIU-U<Ledsagemåde<de_selv+UNA
Esbjergimiuunianngillanuna	Esbjerg+MIU-U+NIAR=NNGIT<Indikativ<de+UNA
Esbjergimiuunianngitsoruna	Esbjerg+MIU-U+NIAR=NNGIT<Participium<han+UNA
Esbjergimiuuneranuna	Esbjerg+MIU-U+NIQ<ental<deres+UNA
Esbjergimiuusut	Esbjerg+MIU-U<Participium<de
Esbjergimiuusununa	Esbjerg+MIU-U<Participium<de+UNA
Esbjergimiuusoruna	Esbjerg+MIU-U<Participium<han+UNA
Esbjergimiuusunga	Esbjerg+MIU-U<Participium<jeg
Esbjergimiuusimavit	Esbjerg+MIU-U+SIMA<Interrogativ<du
Esbjergimiuusimallutik	Esbjerg+MIU-U+SIMA<Ledsagemåde<de_selv
Esbjergimiuusimasarput	Esbjerg+MIU-U+SIMA=TAR<Indikativ<de
Esbjergimiuusimasarneralli	Esbjerg+MIU-U+SIMA=TAR+NIQ<ental<deres+LI
Esbjergimiuusimasartorli	Esbjerg+MIU-U+SIMA=TAR<Participium<han+LI
Esbjergimiuusinnaavit	Esbjerg+MIU-U+SINNAA<Interrogativ<du
Esbjergimiuusinnaasungali	Esbjerg+MIU-U+SINNAA<Participium<jeg+LI
Esbjergimiuussagaluartunga	Esbjerg+MIU-U-SSA=GALUAR<Participium<jeg
Esbjergimiuussaagulli	Esbjerg+MIU-U-SSA<Indikativ<vi+LI
Esbjergimiuussasununa	Esbjerg+MIU-U-SSA<Participium<de+UNA
Esbjergimiuusaraluarpungali	Esbjerg+MIU-U+TAR=GALUAR<Indikativ<jeg+LI
Esbjergimiuusaraluarlutik	Esbjerg+MIU-U+TAR=GALUAR<Ledsagemåde<de_selv
Esbjergimiuusarpoq	Esbjerg+MIU-U+TAR<Indikativ<han
Esbjergimut	Esbjerg<Terminalis
Esbjergimulli	Esbjerg<Terminalis+LI
Esbjergimullu	Esbjerg<Terminalis+LU
Esbjergimununa	Esbjerg<Terminalis+UNA
Finland	Finland<Absolut
Finlandili	Finland<Absolut+LI
Finlandilu	Finland<Absolut+LU
Finlandiuna	Finland<Absolut+UNA
Finlandimik	Finland<Instrumentalis
Finlandimilli	Finland<Instrumentalis+LI
Finlandimillu	Finland<Instrumentalis+LU
Finlandiminguna	Finland<Instrumentalis+UNA
Finlandimi	Finland<Lokalis
Finlandimili	Finland<Lokalis+LI
Finlandimilu	Finland<Lokalis+LU
Finlandimiuna	Finland<Lokalis+UNA
Finlandimiu	Finland+MIU<ental<Absolut
Finlandimiuuna	Finland+MIU<ental<Absolut+UNA
Finlandimiumik	Finland+MIU<ental<Instrumentalis
Finlandimiumilli	Finland+MIU<ental<Instrumentalis+LI
Finlandimiuminguna	Finland+MIU<ental<Instrumentalis+UNA
Finlandimiumi	Finland+MIU<ental<Lokalis
Finlandimiumili	Finland+MIU<ental<Lokalis+LI
Finlandimiunilli	Finland+MIU<flertal<Instrumentalis+LI
Finlandimiunillu	Finland+MIU<flertal<Instrumentalis+LU
Finlandimiuninguna	Finland+MIU<flertal<Instrumentalis+UNA
Finlandimiuni	Finland+MIU<flertal<Lokalis
Finlandimiunili	Finland+MIU<flertal<Lokalis+LI
Finlandimiulerigaluarlutinguna	Finland+MIU-LIRI+GALUAR<Ledsagemåde<de_selv+UNA
Finlandimiulerillutik	Finland+MIU-LIRI<Ledsagemåde<de_selv
Finlandimiulerinerallu	Finland+MIU-LIRI+NIQ<ental<deres+LU
Finlandimiulerinngitsut	Finland+MIU-LIRI-NNGIT<Participium<de
Finlandimiunngoraluarnerinuna	Finland+MIU-NNGUR+GALUAR+NIQ<flertal<Absolut+UNA
Finlandimiunngulaarpugulli	Finland+MIU-NNGUR-LAAR<Indikativ<vi+LI
Finlandimiunngortununa	Finland+MIU-NNGUR<Participium<de+UNA
Finlandimiunngorsinnaappununa	Finland+MIU-NNGUR+SINNAA<Indikativ<de+UNA
Finlandimiunngussagaluarlutik	Finland+MIU-NNGUR-SSA=GALUAR<Ledsagemåde<de_selv
Finlandimiunngussagaluarnernik	Finland+MIU-NNGUR-SSA=GALUAR+NIQ<flertal<Instrumentalis
Finlandimiunngortaraluarnerit	Finland+MIU-NNGUR+TAR=GALUAR+NIQ<flertal<Relativ
Finlandimiunngortartununa	Finland+MIU-NNGUR+TAR<Participium<de+UNA
Finlandimioqarpoq	Finland+MIU-QAR<Indikativ<han
Finlandimioqarporli	Finland+MIU-QAR<Indikativ<han+LI
Finlandimioqarporlu	Finland+MIU-QAR<Indikativ<han+LU
Finlandimioqarporuna	Finland+MIU-QAR<Indikativ<han+UNA
Finlandimioqarneq	Finland+MIU-QAR+NIQ
Finlandimioqarnerli	Finland+MIU-QAR+NIQ+LI
Finlandimioqarnerlu	Finland+MIU-QAR+NIQ+LU
Finlandimioqarneruna	Finland+MIU-QAR+NIQ+UNA
Finlandimioqartoq	Finland+MIU-QAR<Participium<han
Finlandimioqartorli	Finland+MIU-QAR<Participium<han+LI
Finlandimioqartorlu	Finland+MIU-QAR<Participium<han+LU
Finlandimioqartoruna	Finland+MIU-QAR<Participium<han+UNA
Finlandimiuugaluarlutillu	Finland+MIU-U+GALUAR<Ledsagemåde<de_selv+LU
Finlandimiuugaluartunga	Finland+MIU-U+GALUAR<Participium<jeg
Finlandimiuugaluartungaana	Finland+MIU-U+GALUAR<Participium<jeg+UNA
Finlandimiuuvorli	Finland+MIU-U<Indikativ<han+LI
Finlandimiuuvorlu	Finland+MIU-U<Indikativ<han+LU
Finlandimiuuvoruna	Finland+MIU-U<Indikativ<han+UNA
Finlandimiuuit	Finland+MIU-U<Interrogativ<du
Finlandimiuulaarpugulli	Finland+MIU-U-LAAR<Indikativ<vi+LI
Finlandimiuulaarpit	Finland+MIU-U-LAAR<Interrogativ<du
Finlandimiuulaarneralli	Finland+MIU-U-LAAR+NIQ<ental<deres+LI
Finlandimiuulaartarneri	Finland+MIU-U-LAAR=TAR+NIQ<flertal<hans<Absolut
Finlandimiuulaartartoruna	Finland+MIU-U-LAAR=TAR<Participium<han+UNA
Finlandimiuullutik	Finland+MIU-U<Ledsagemåde<de_selv
Finlandimiuuniarpungali	Finland+MIU-U+NIAR<Indikativ<jeg+LI
Finlandimiuuniarlutik	Finland+MIU-U+NIAR<Ledsagemåde<de_selv
Finlandimiuuniarnatilli	Finland+MIU-U+NIAR=NNGIT<Ledsagemåde<de_selv+LI
Finlandimiuunianngitsullu	Finland+MIU-U+NIAR=NNGIT<Participium<de+LU
Finlandimiuuneraana	Finland+MIU-U+NIQ<ental<hans<Absolut+UNA
Finlandimiuunatilli	Finland+MIU-U-NNGIT<Ledsagemåde<de_selv+LI
Finlandimiuunatinguna	Finland+MIU-U-NNGIT<Ledsagemåde<de_selv+UNA
Finlandimiuusungalu	Finland+MIU-U<Participium<jeg+LU
Finlandimiuusimavunga	Finland+MIU-U+SIMA<Indikativ<jeg
Finlandimiuusimavugut	Finland+MIU-U+SIMA<Indikativ<vi
Finlandimiuusimasungali	Finland+MIU-U+SIMA<Participium<jeg+LI
Finlandimiuusimasungaana	Finland+MIU-U+SIMA<Participium<jeg+UNA
Finlandimiuusimasarpununa	Finland+MIU-U+SIMA=TAR<Indikativ<de+UNA
Finlandimiuusimasarpunga	Finland+MIU-U+SIMA=TAR<Indikativ<jeg
Finlandimiuusimasarlutilli	Finland+MIU-U+SIMA=TAR<Ledsagemåde<de_selv+LI
Finlandimiuusimasarneranuna	Finland+MIU-U+SIMA=TAR+NIQ<ental<deres+UNA
Finlandimiuusimasartungalu	Finland+MIU-U+SIMA=TAR<Participium<jeg+LU
Finlandimiuusinnaaneraana	Finland+MIU-U+SINNAA+NIQ<ental<hans<Absolut+UNA
Finlandimiuussappununa	Finland+MIU-U-SSA<Indikativ<de+UNA
Finlandimiuusarlutinguna	Finland+MIU-U+TAR<Ledsagemåde<de_selv+UNA
Finlandimut	Finland<Terminalis
Finlandimulli	Finland<Terminalis+LI
Finlandimullu	Finland<Terminalis+LU
Finlandimununa	Finland<Terminalis+UNA
Gentofte	Gentofte<Absolut
Gentofteli	Gentofte<Absolut+LI
Gentoftelu	Gentofte<Absolut+LU
Gentofteuna	Gentofte<Absolut+UNA
Gentoftemik	Gentofte<Instrumentalis
Gentoftemilli	Gentofte<Instrumentalis+LI
Gentoftemillu	Gentofte<Instrumentalis+LU
Gentofteminguna	Gentofte<Instrumentalis+UNA
Gentoftemi	Gentofte<Lokalis
Gentoftemili	Gentofte<Lokalis+LI
Gentoftemilu	Gentofte<Lokalis+LU
Gentoftemiuna	Gentofte<Lokalis+UNA
Gentoftemiua	Gentofte+MIU<ental<hans<Absolut
Gentoftemiuaana	Gentofte+MIU<ental<hans<Absolut+UNA
Gentoftemiumik	Gentofte+MIU<ental<Instrumentalis
Gentoftemiumilli	Gentofte+MIU<ental<Instrumentalis+LI
Gentoftemiuga	Gentofte+MIU<ental<min<Absolut
Gentoftemiumi	Gentofte+MIU<enta<Lokalisl
Gentoftemiuni	Gentofte+MIU<flertal<Lokalis
Gentoftemiuniinnginneraana	Gentofte+MIU<flertal<Lokalis+IP-NNGIT+NIQ<ental<hans<Absolut+UNA
Gentoftemiulerisunga	Gentofte+MIU-LIRI<Participium<jeg
Gentoftemiulerisarlutinguna	Gentofte+MIU-LIRI+TAR<Ledsagemåde<de_selv+UNA
Gentoftemiunngulaarput	Gentofte+MIU-NNGUR-LAAR<Indikativ<de
Gentoftemiunngulaartartoq	Gentofte+MIU-NNGUR-LAAR=TAR<Participium<han
Gentoftemiunngorlutinguna	Gentofte+MIU-NNGUR<Ledsagemåde<de_selv+UNA
Gentoftemiunngunngitsungalu	Gentofte+MIU-NNGUR-NNGIT<Participium<jeg+LU
Gentoftemiunngorsimasarpit	Gentofte+MIU-NNGUR+SIMA=TAR<Interrogativ<du
Gentoftemiunngussagaluarporlu	Gentofte+MIU-NNGUR-SSA=GALUAR<Indikativ<han+LU
Gentoftemiunngussagaluarlutilli	Gentofte+MIU-NNGUR-SSA=GALUAR<Ledsagemåde<de_selv+LI
Gentoftemut	Gentofte<Terminalis
Gentoftemulli	Gentofte<Terminalis+LI
Gentoftemullu	Gentofte<Terminalis+LU
Gentoftemununa	Gentofte<Terminalis+UNA
ilaa	ilaa<Partikel
ilami	ila<enta<Lokalisl
ilani	ila<flertal<Lokalis
ilagisinnaavassiuna	ila+GӘ+SINNAA<Indikativ<JegJer+UNA
ilaannaanuna	ila-INNAQ<flertal<Relativ+UNA
ilaannaqarsimallutinguna	ila-INNAQ-QAR+SIMA<Ledsagemåde<de_selv+UNA
ilalerinatik	ila-LIRI-NNGIT<Ledsagemåde<de_selv
ilamiunik	ila+MIU<flertal<Instrumentalis
ilamiuulaarneruna	ila+MIU-U-LAAR+NIQ<ental<Absolut+UNA
ilanngussasulli	ila-NNGUR-SSA<Participium<de+LI
ilaqassagaluartullu	ila-QAR-SSA=GALUAR<Participium<de+LU
ilaqassavit	ila-QAR-SSA<Interrogativ<du
ilaqutariinnilli	ilaqutariit<flertal<Instrumentalis+LI
ilaqutariit	ilaqutariit<flertal<Relativ
ilaqutariimmioqarpoq	ilaqutariit+MIU-QAR<Indikativ<han
ilaanianngilangaana	ila-U+NIAR=NNGIT<Indikativ<jeg+UNA
ilinnialaarneri	ilinniar-LAAR+NIQ<flertal<hans<Absolut
ilinnialaartoruna	ilinniar-LAAR<Participium<han+UNA
ilinnialaartarpununa	ilinniar-LAAR=TAR<Indikativ<de+UNA
ilinnianngillat	ilinniar-NNGIT<Indikativ<de
ilinnianngilanga	ilinniar-NNGIT<Indikativ<jeg
ilinniartununa	ilinniar<Participium<de+UNA
ilinniartoq	ilinniar<Participium<han
ilinniassagaluarneranuna	ilinniar-SSA=GALUAR+NIQ<ental<deres+UNA
ilinniartaraluarnermut	ilinniar+TAR=GALUAR+NIQ<ental<Terminalis
Ilisimatusarfik	Ilisimatusarfik<ental<Absolut
Ilisimatusarfilli	Ilisimatusarfik<ental<Absolut+LI
Ilisimatusarfiaana	Ilisimatusarfik<ental<hans<Absolut+UNA
Ilisimatusarfimmilli	Ilisimatusarfik<ental<Instrumentalis+LI
Ilisimatusarfinnik	Ilisimatusarfik<flertal<Instrumentalis
Ilisimatusarfinnilli	Ilisimatusarfik<flertal<Instrumentalis+LI
Ilisimatusarfinniittaraluarpunga	Ilisimatusarfik<flertal<Lokalis+IP+TAR=GALUAR<Indikativ<jeg
Ilisimatusarfigitigit	Ilisimatusarfik+GӘ<Imperativ<ViDem
Ilisimatusarfigisimasartigilli	Ilisimatusarfik+GӘ+SIMA=TAR<Imperativ<ViDem+LI
Ilisimatusarfigisinnaatigit	Ilisimatusarfik+GӘ+SINNAA<Imperativ<ViDem
Ilisimatusarfigissaviuk	Ilisimatusarfik+GӘ-SSA<Interrogativ<DuHam
Ilisimatusarfilinngulaartarpunga	Ilisimatusarfik-LIK-NNGUR-LAAR=TAR<Indikativ<jeg
Ilisimatusarfimmiunngulaarpit	Ilisimatusarfik+MIU-NNGUR-LAAR<Interrogativ<du
Ilisimatusarfinngunnginnerilli	Ilisimatusarfik-NNGUR-NNGIT+NIQ<flertal<Relativ+LI
Ilisimatusarfippassuarniinngilatit	Ilisimatusarfik+PASSUAQ<flertal<Lokalis+IP-NNGIT<Interrogativ<du
Ilisimatusarfeqalaartorli	Ilisimatusarfik-QAR-LAAR<Participium<han+LI
Ilisimatusarfeqalaartarpoq	Ilisimatusarfik-QAR-LAAR=TAR<Indikativ<han
Ilisimatusarfeqalaartarnerli	Ilisimatusarfik-QAR-LAAR=TAR+NIQ+LI
Ilisimatusarfeqalaartarneruna	Ilisimatusarfik-QAR-LAAR=TAR+NIQ+UNA
Ilisimatusarfeqarnerlu	Ilisimatusarfik-QAR+NIQ+LU
Ilisimatusarfeqanngilarli	Ilisimatusarfik-QAR-NNGIT<Indikativ<han+LI
Ilisimatusarfeqanngilaruna	Ilisimatusarfik-QAR-NNGIT<Indikativ<han+UNA
Ilisimatusarfeqannginneq	Ilisimatusarfik-QAR-NNGIT+NIQ<ental<Absolut
Ilisimatusarfeqarsimasartorli	Ilisimatusarfik-QAR+SIMA=TAR<Participium<han+LI
Ilisimatusarfeqassagaluarporli	Ilisimatusarfik-QAR-SSA=GALUAR<Indikativ<han+LI
Ilisimatusarfeqassagaluarnerlu	Ilisimatusarfik-QAR-SSA=GALUAR+NIQ+LU
Ilisimatusarfeqassasorlu	Ilisimatusarfik-QAR-SSA<Participium<han+LU
Ilisimatusarfeqartarnerli	Ilisimatusarfik-QAR+TAR+NIQ+LI
Ilisimatusarfiusimasarporuna	Ilisimatusarfik-U+SIMA=TAR<Indikativ<han+UNA
Illoqqortoormiut	Illoqqortoormiut<Absolut
Illoqqortoormiullu	Illoqqortoormiut<Absolut+LU
Illoqqortoormiununa	Illoqqortoormiut<Absolut+UNA
Illoqqortoormiunilli	Illoqqortoormiut<Instrumentalis+LI
Illoqqortoormiunillu	Illoqqortoormiut<Instrumentalis+LU
Illoqqortoormiuninguna	Illoqqortoormiut<Instrumentalis+UNA
Illoqqortoormiuni	Illoqqortoormiut<Lokalis
Illoqqortoormiunili	Illoqqortoormiut<Lokalis+LI
Illoqqortoormiunilu	Illoqqortoormiut<Lokalis+LU
Illoqqortoormiormiu	Illoqqortoormiut+MIU<ental<Absolut
Illoqqortoormiormiuuna	Illoqqortoormiut+MIU<ental<Absolut+UNA
Illoqqortoormiormiunik	Illoqqortoormiut+MIU<flertal<Instrumentalis
Illoqqortoormiormiunillu	Illoqqortoormiut+MIU<flertal<Instrumentalis+LU
Illoqqortoormiormiunngulaarnermullu	Illoqqortoormiut+MIU-NNGUR-LAAR+NIQ<ental<Terminalis+LU
Illoqqortoormiormioqarporli	Illoqqortoormiut+MIU-QAR<Indikativ<han+LI
Illoqqortoormiormioqarporuna	Illoqqortoormiut+MIU-QAR<Indikativ<han+UNA
Illoqqortoormiormioqarnerlu	Illoqqortoormiut+MIU-QAR+NIQ+LU
Illoqqortoormiormioqarneruna	Illoqqortoormiut+MIU-QAR+NIQ+UNA
Illoqqortoormiormioqartoq	Illoqqortoormiut+MIU-QAR<Participium<han
Illoqqortoormiormioqartorli	Illoqqortoormiut+MIU-QAR<Participium<han+LI
Illoqqortoormiormioqartoruna	Illoqqortoormiut+MIU-QAR<Participium<han+UNA
Illoqqortoormiormiuulaartunga	Illoqqortoormiut+MIU-U-LAAR<Participium<jeg
Illoqqortoormiormiuuneq	Illoqqortoormiut+MIU-U+NIQ<ental<Absolut
Illoqqortoormiormiuunerni	Illoqqortoormiut+MIU-U+NIQ<flertal<Lokalis
Illoqqortoormiormiuusimasarpit	Illoqqortoormiut+MIU-U+SIMA=TAR<Interrogativ<du
