aamma	aamma<Partikel
immikkoortutut	immikkoortoq<ental<Aequalis
immikkoortumilli	immikkoortoq<ental<Instrumentalis+LI
immikkoortora	immikkoortoq<ental<min>Absolut
immikkoortorali	immikkoortoq<ental<min>Absolut+LI
immikkoortunik	immikkoortoq<flertal<Instrumentalis
immikkoortuni	immikkoortoq<flertal<Lokalis
immikkoortuinnaat	immikkoortoq-INNAQ<flertal<Relativ
immikkoortuinnalerisimasunga	immikkoortoq-INNAQ-LIRI+SIMA<Participium<jeg
immikkoortuinnaasarpit	immikkoortoq-INNAQ-U+TAR<Interrogativ<du
immikkoortullilli	immikkoortoq-LIK<flertal<Absolut+LI
immikkoortulinni	immikkoortoq-LIK<flertal<Lokalis
immikkoortullillu	immikkoortoq-LIK<flertal<Relativ+LU
immikkoortulerivit	immikkoortoq-LIRI<Interrogativ<du
immikkoortulerinerni	immikkoortoq-LIRI+NIQ<flertal<Lokalis
immikkoortulerisunga	immikkoortoq-LIRI<Participium<jeg
immikkoortormiuni	immikkoortoq+MIU<flertal<Lokalis
immikkoortormioqarpoq	immikkoortoq+MIU-QAR<Indikativ<han
immikkoortormioqarporlu	immikkoortoq+MIU-QAR<Indikativ<han+LU
immikkoortormioqarneq	immikkoortoq+MIU-QAR+NIQ
immikkoortormiuulaartarpungalu	immikkoortoq+MIU-U-LAAR=TAR<Indikativ<jeg+LU
immikkoortormiuusungali	immikkoortoq+MIU-U<Participium<jeg+LI
immikkoortormiuusimasarpit	immikkoortoq+MIU-U+SIMA=TAR<Interrogativ<du
immikkoortormiuussavoq	immikkoortoq+MIU-U-SSA<Indikativ<han
immikkoortunngorpit	immikkoortoq-NNGUR<Interrogativ<du
immikkoortunngulaartarpit	immikkoortoq-NNGUR-LAAR=TAR<Interrogativ<du
immikkoortunngulaartarnernulli	immikkoortoq-NNGUR-LAAR=TAR+NIQ<flertal<Terminalis+LI
immikkoortunngornerli	immikkoortoq-NNGUR+NIQ<ental<Absolut+LI
immikkoortorpassuillu	immikkoortoq+PASSUAQ<flertal<Absolut+LU
immikkoortorpassuartut	immikkoortoq+PASSUAQ<flertal<Aequalis
immikkoortoqalaartarpungali	immikkoortoq-QAR-LAAR=TAR<Indikativ<jeg+LI
immikkoortoqalaartarnernut	immikkoortoq-QAR-LAAR=TAR+NIQ<flertal<Terminalis
immikkoortoqartunga	immikkoortoq-QAR<Participium<jeg
immikkoortoqassagaluarpunga	immikkoortoq-QAR-SSA=GALUAR<Indikativ<jeg
immikkoortoqassagaluartungalu	immikkoortoq-QAR-SSA=GALUAR<Participium<jeg+LU
immikkoortoqassavit	immikkoortoq-QAR-SSA<Interrogativ<du
immikkoortoqassasunga	immikkoortoq-QAR-SSA<Participium<jeg
immikkoortuuit	immikkoortoq-U<Interrogativ<du
immikkoortuulaarnerilli	immikkoortoq-U-LAAR+NIQ<flertal<Absolut+LI
immikkoortuussanerit	immikkoortoq-U-SSA+NIQ<flertal<Relativ
immikkut	immikkut<Partikel
immikkulli	immikkut<Partikel+LI
immikkullu	immikkut<Partikel+LU
Ivittuut	Ivittuut<Absolut
Ivittuulli	Ivittuut<Absolut+LI
Ivittuullu	Ivittuut<Absolut+LU
Ivittuunik	Ivittuut<Instrumentalis
Ivittuunilli	Ivittuut<Instrumentalis+LI
Ivittuunillu	Ivittuut<Instrumentalis+LU
Ivittuuni	Ivittuut<Lokalis
Ivittuunili	Ivittuut<Lokalis+LI
Ivittuunilu	Ivittuut<Lokalis+LU
Ivittoormiumik	Ivittuut+MIU<ental<Instrumentalis
Ivittoormiumilli	Ivittuut+MIU<ental<Instrumentalis+LI
Ivittoormiumi	Ivittuut+MIU<ental<Lokalis
Ivittoormiumut	Ivittuut+MIU<ental<Terminalis
Ivittoormiunik	Ivittuut+MIU<flertal<Instrumentalis
Ivittoormiunut	Ivittuut+MIU<flertal<Terminalis
Ivittoormiulerivungali	Ivittuut+MIU-LIRI<Indikativ<jeg+LI
Ivittoormiulerilaarporli	Ivittuut+MIU-LIRI-LAAR<Indikativ<han+LI
Ivittoormiulerilaarnernili	Ivittuut+MIU-LIRI-LAAR+NIQ<flertal<Lokalis+LI
Ivittoormiulerilaartarnerilli	Ivittuut+MIU-LIRI-LAAR=TAR+NIQ<flertal<Relativ+LI
Ivittoormiulerisassagaluarpit	Ivittuut+MIU-LIRI+TAR=SSA=GALUAR<Interrogativ<du
Ivittoormiunngulaartarneralli	Ivittuut+MIU-NNGUR-LAAR=TAR+NIQ<ental<deres<Absolut+LI
Ivittoormiunngorneq	Ivittuut+MIU-NNGUR+NIQ<ental<Absolut
Ivittoormiunngussagaluarpungalu	Ivittuut+MIU-NNGUR-SSA=GALUAR<Indikativ<jeg+LU
Ivittoormiunngussavoq	Ivittuut+MIU-NNGUR-SSA<Indikativ<han
Ivittoormiunngussasungali	Ivittuut+MIU-NNGUR-SSA<Participium<jeg+LI
Ivittoormiunngortassavit	Ivittuut+MIU-NNGUR+TAR=SSA<Interrogativ<du
Ivittoormiunngortassanerit	Ivittuut+MIU-NNGUR+TAR=SSA+NIQ<flertal<Relativ
Ivittoormioqarpoq	Ivittuut+MIU-QAR<Indikativ<han
Ivittoormioqarporli	Ivittuut+MIU-QAR<Indikativ<han+LI
Ivittoormioqarporlu	Ivittuut+MIU-QAR<Indikativ<han+LU
Ivittoormioqarneq	Ivittuut+MIU-QAR+NIQ
Ivittoormioqarnerli	Ivittuut+MIU-QAR+NIQ+LI
Ivittoormiuuvungali	Ivittuut+MIU-U<Indikativ<jeg+LI
Ivittoormiuuit	Ivittuut+MIU-U<Interrogativ<du
Ivittoormiuunernut	Ivittuut+MIU-U+NIQ<flertal<Terminalis
Ivittoormiuusungalu	Ivittuut+MIU-U<Participium<jeg+LU
Ivittoormiuusimavugut	Ivittuut+MIU-U+SIMA<Indikativ<vi
Ivittoormiuusimanerli	Ivittuut+MIU-U+SIMA+NIQ<ental<Absolut+LI
Ivittoormiuusimanerit	Ivittuut+MIU-U+SIMA+NIQ<flertal<Relativ
Ivittoormiuusimasarpit	Ivittuut+MIU-U+SIMA=TAR<Interrogativ<du
Ivittoormiuusimasarnerat	Ivittuut+MIU-U+SIMA=TAR+NIQ<ental<deres<Absolut
Ivittoormiuusimasartunga	Ivittuut+MIU-U+SIMA=TAR<Participium<jeg
Ivittoormiuussagaluarpunga	Ivittuut+MIU-U-SSA=GALUAR<Indikativ<jeg
Ivittoormiuussagaluarneralli	Ivittuut+MIU-U-SSA=GALUAR+NIQ<ental<deres<Absolut+LI
Ivittoormiuusaraluarnermut	Ivittuut+MIU-U+TAR=GALUAR+NIQ<ental<Terminalis
Ivittoormiuusassagaluarneq	Ivittuut+MIU-U+TAR=SSA=GALUAR+NIQ<ental<Absolut
Ivittoormiuusassavunga	Ivittuut+MIU-U+TAR=SSA<Indikativ<jeg
Ivittoormiuusassavugulli	Ivittuut+MIU-U+TAR=SSA<Indikativ<vi+LI
Ivittoormiuusassasungali	Ivittuut+MIU-U+TAR=SSA<Participium<jeg+LI
kalaalerli	kalaaleq<ental>Absolut+LI
kalaalerlu	kalaaleq<ental>Absolut+LU
kalaallimik	kalaaleq<ental<Instrumentalis
kalaallimilli	kalaaleq<ental<Instrumentalis+LI
kalaallimi	kalaaleq<ental<Lokalis
kalaallimut	kalaaleq<ental<Terminalis
kalaallimulli	kalaaleq<ental<Terminalis+LI
kalaallinik	kalaaleq<flertal<Instrumentalis
kalaallinillu	kalaaleq<flertal<Instrumentalis+LU
kalaallini	kalaaleq<flertal<Lokalis
kalaaliinnaq	kalaaleq-INNAQ<ental>Absolut
kalaaliinnaat	kalaaleq-INNAQ<flertal<Absolut
kalaaliinnaat	kalaaleq-INNAQ<flertal<Relativ
kalaaliinnaassagaluarpit	kalaaleq-INNAQ-U-SSA=GALUAR<Interrogativ<du
kalaalilik	kalaaleq-LIK<ental<Absolut
kalaalilittullu	kalaaleq-LIK<ental<Aequalis+LU
kalaalilinni	kalaaleq-LIK<flertal<Lokalis
kalaalilinnilu	kalaaleq-LIK<flertal<Lokalis+LU
kalaalilinngussagaluarnermut	kalaaleq-LIK-NNGUR-SSA=GALUAR+NIQ<ental<Terminalis
kalaalinngoraluarnerat	kalaaleq-NNGUR+GALUAR+NIQ<ental<deres<Absolut
kalaalinngorpit	kalaaleq-NNGUR<Interrogativ<du
kalaalinngulaartarnerilli	kalaaleq-NNGUR-LAAR=TAR+NIQ<flertal<Absolut+LI
kalaalinngussagaluartunga	kalaaleq-NNGUR-SSA=GALUAR<Participium<jeg
kalaalinngussavugullu	kalaaleq-NNGUR-SSA<Indikativ<vi+LU
kalaalinngortaraluarporli	kalaaleq-NNGUR+TAR=GALUAR<Indikativ<han+LI
kalaalinngortassavit	kalaaleq-NNGUR+TAR=SSA<Interrogativ<du
kalaalerpassuit	kalaaleq+PASSUAQ<flertal<Absolut
kalaalerpassuilli	kalaaleq+PASSUAQ<flertal<Absolut+LI
kalaalerpassuillu	kalaaleq+PASSUAQ<flertal<Absolut+LU
kalaalerpassuarnut	kalaaleq+PASSUAQ<flertal<Terminalis
kalaaleqaraluarnerli	kalaaleq-QAR+GALUAR+NIQ+LI
kalaaleqalaarnerli	kalaaleq-QAR-LAAR+NIQ+LI
kalaaleqalaartarporli	kalaaleq-QAR-LAAR=TAR<Indikativ<han+LI
kalaaleqalaartarneq	kalaaleq-QAR-LAAR=TAR+NIQ
kalaaleqalaartarnerlu	kalaaleq-QAR-LAAR=TAR+NIQ+LU
kalaaleqassagaluarnerlu	kalaaleq-QAR-SSA=GALUAR+NIQ+LU
kalaaleqassavorli	kalaaleq-QAR-SSA<Indikativ<han+LI
kalaaleqartarnerli	kalaaleq-QAR+TAR+NIQ+LI
kalaaliugaluarporli	kalaaleq-U+GALUAR<Indikativ<han+LI
kalaaliugaluarnerni	kalaaleq-U+GALUAR+NIQ<flertal<Lokalis
kalaaliulaartartunga	kalaaleq-U-LAAR=TAR<Participium<jeg
kalaaliunernili	kalaaleq-U+NIQ<flertal<Lokalis+LI
kalaaliussagaluarporli	kalaaleq-U-SSA=GALUAR<Indikativ<han+LI
kalaaliusarneralli	kalaaleq-U+TAR+NIQ<ental<deres<Absolut+LI
kalaallisut	kalaallisut<Partikel
kalaallisulli	kalaallisut<Partikel+LI
kalaallisullu	kalaallisut<Partikel+LU
Kangaatsiaq	Kangaatsiaq<Absolut
Kangaatsiamik	Kangaatsiaq<Instrumentalis
Kangaatsiamilli	Kangaatsiaq<Instrumentalis+LI
Kangaatsiamillu	Kangaatsiaq<Instrumentalis+LU
Kangaatsiami	Kangaatsiaq<Lokalis
Kangaatsiamili	Kangaatsiaq<Lokalis+LI
Kangaatsiarmiuli	Kangaatsiaq+MIU<ental<Absolut+LI
Kangaatsiarmiumi	Kangaatsiaq+MIU<ental<Lokalis
Kangaatsiarmiuni	Kangaatsiaq+MIU<flertal<Lokalis
Kangaatsiarmiunilu	Kangaatsiaq+MIU<flertal<Lokalis+LU
Kangaatsiarmiunut	Kangaatsiaq+MIU<flertal<Terminalis
Kangaatsiarmiulerisunga	Kangaatsiaq+MIU-LIRI<Participium<jeg
Kangaatsiarmiulerisartunga	Kangaatsiaq+MIU-LIRI+TAR<Participium<jeg
Kangaatsiarmiunngornernili	Kangaatsiaq+MIU-NNGUR+NIQ<flertal<Lokalis+LI
Kangaatsiarmiunngortaraluarpoq	Kangaatsiaq+MIU-NNGUR+TAR=GALUAR<Indikativ<han
Kangaatsiarmioqarpoq	Kangaatsiaq+MIU-QAR<Indikativ<han
Kangaatsiarmioqarporli	Kangaatsiaq+MIU-QAR<Indikativ<han+LI
Kangaatsiarmioqarneq	Kangaatsiaq+MIU-QAR+NIQ
Kangaatsiarmioqarnerli	Kangaatsiaq+MIU-QAR+NIQ+LI
Kangaatsiarmioqarnerlu	Kangaatsiaq+MIU-QAR+NIQ+LU
Kangaatsiarmiuugaluartunga	Kangaatsiaq+MIU-U+GALUAR<Participium<jeg
Kangaatsiarmiuulaartarnertut	Kangaatsiaq+MIU-U-LAAR=TAR+NIQ<ental<Aequalis
Kangaatsiarmiuusunga	Kangaatsiaq+MIU-U<Participium<jeg
Kangaatsiarmiuussagaluartunga	Kangaatsiaq+MIU-U-SSA=GALUAR<Participium<jeg
Kangaatsiamut	Kangaatsiaq<Terminalis
Kangaatsiamulli	Kangaatsiaq<Terminalis+LI
Kangaatsiamullu	Kangaatsiaq<Terminalis+LU
Kangerlussuaq	Kangerlussuaq<Absolut
Kangerlussuarli	Kangerlussuaq<Absolut+LI
Kangerlussuarmik	Kangerlussuaq<Instrumentalis
Kangerlussuarmilli	Kangerlussuaq<Instrumentalis+LI
Kangerlussuarmi	Kangerlussuaq<Lokalis
Kangerlussuarmili	Kangerlussuaq<Lokalis+LI
Kangerlussuarmilu	Kangerlussuaq<Lokalis+LU
Kangerlussuarmiuli	Kangerlussuaq+MIU<ental<Absolut+LI
Kangerlussuarmiulu	Kangerlussuaq+MIU<ental<Absolut+LU
Kangerlussuarmiumili	Kangerlussuaq+MIU<ental<Lokalis+LI
Kangerlussuarmiuni	Kangerlussuaq+MIU<flertal<Lokalis
Kangerlussuarmiunili	Kangerlussuaq+MIU<flertal<Lokalis+LI
Kangerlussuarmiulerisimanerlu	Kangerlussuaq+MIU-LIRI+SIMA+NIQ<ental<Absolut+LU
Kangerlussuarmiulerisassagaluarnerit	Kangerlussuaq+MIU-LIRI+TAR=SSA=GALUAR+NIQ<flertal<Relativ
Kangerlussuarmiunngulaarpugut	Kangerlussuaq+MIU-NNGUR-LAAR<Indikativ<vi
Kangerlussuarmiunngortunga	Kangerlussuaq+MIU-NNGUR<Participium<jeg
Kangerlussuarmiunngorsimavit	Kangerlussuaq+MIU-NNGUR+SIMA<Interrogativ<du
Kangerlussuarmioqarpoq	Kangerlussuaq+MIU-QAR<Indikativ<han
Kangerlussuarmioqarporli	Kangerlussuaq+MIU-QAR<Indikativ<han+LI
Kangerlussuarmioqarporlu	Kangerlussuaq+MIU-QAR<Indikativ<han+LU
Kangerlussuarmioqarneq	Kangerlussuaq+MIU-QAR+NIQ
Kangerlussuarmioqarnerlu	Kangerlussuaq+MIU-QAR+NIQ+LU
Kangerlussuarmiuugaluarnerni	Kangerlussuaq+MIU-U+GALUAR+NIQ<flertal<Lokalis
Kangerlussuarmiuulaarpungalu	Kangerlussuaq+MIU-U-LAAR<Indikativ<jeg+LU
Kangerlussuarmiuulaartarpoq	Kangerlussuaq+MIU-U-LAAR=TAR<Indikativ<han
Kangerlussuarmiuulaartarnerilli	Kangerlussuaq+MIU-U-LAAR=TAR+NIQ<flertal<Absolut+LI
Kangerlussuarmiuusungali	Kangerlussuaq+MIU-U<Participium<jeg+LI
Kangerlussuarmiuusimasartungalu	Kangerlussuaq+MIU-U+SIMA=TAR<Participium<jeg+LU
Kangerlussuarmiuussavungali	Kangerlussuaq+MIU-U-SSA<Indikativ<jeg+LI
Kangerlussuarmiuussavugullu	Kangerlussuaq+MIU-U-SSA<Indikativ<vi+LU
Kangerlussuarmiuusassagaluarpit	Kangerlussuaq+MIU-U+TAR=SSA=GALUAR<Interrogativ<du
Kangerlussuarmiuusassanerit	Kangerlussuaq+MIU-U+TAR=SSA+NIQ<flertal<Absolut
Kangerlussuarmut	Kangerlussuaq<Terminalis
Kangerlussuarmulli	Kangerlussuaq<Terminalis+LI
kingulleq	kingulleq<ental>Absolut
kingulliat	kingulleq<ental<deres>Absolut
kingullialli	kingulleq<ental<deres>Absolut+LI
kingulliit	kingulleq<flertal<Absolut
kingullernik	kingulleq<flertal<Instrumentalis
kingullernilli	kingulleq<flertal<Instrumentalis+LI
kingulliit	kingulleq<flertal<Relativ
kingulliinnarnilli	kingulleq-INNAQ<flertal<Instrumentalis+LI
kingulliinnalerisarpunga	kingulleq-INNAQ-LIRI+TAR<Indikativ<jeg
kingulliinnaalaartunga	kingulleq-INNAQ-U-LAAR<Participium<jeg
kingulliinnaanertulli	kingulleq-INNAQ-U+NIQ<ental<Aequalis+LI
kingullilik	kingulleq-LIK<ental<Absolut
kingulliliat	kingulleq-LIK<ental<deres<Absolut
kingullilimmullu	kingulleq-LIK<ental<Terminalis+LU
kingullillilli	kingulleq-LIK<flertal<Absolut+LI
kingullilinnullu	kingulleq-LIK<flertal<Terminalis+LU
kingullililerivorli	kingulleq-LIK-LIRI<Indikativ<han+LI
kingullilerilaartarpugut	kingulleq-LIRI-LAAR=TAR<Indikativ<vi
kingullilerinerat	kingulleq-LIRI+NIQ<ental<deres<Absolut
kingullermiumi	kingulleq+MIU<ental<Lokalis
kingullermiunut	kingulleq+MIU<flertal<Terminalis
kingullermiunullu	kingulleq+MIU<flertal<Terminalis+LU
kingullermioqarporlu	kingulleq+MIU-QAR<Indikativ<han+LU
kingullermioqarneq	kingulleq+MIU-QAR+NIQ
kingullermioqarnerli	kingulleq+MIU-QAR+NIQ+LI
kingullermioqarnerlu	kingulleq+MIU-QAR+NIQ+LU
kingullermiuulaartarnernilli	kingulleq+MIU-U-LAAR=TAR+NIQ<flertal<Instrumentalis+LI
kingullermiuusimasartungalu	kingulleq+MIU-U+SIMA=TAR<Participium<jeg+LU
kingullermiuusassasungali	kingulleq+MIU-U+TAR=SSA<Participium<jeg+LI
kingullinngulaartarnernik	kingulleq-NNGUR-LAAR=TAR+NIQ<flertal<Instrumentalis
kingullinngorsimasunga	kingulleq-NNGUR+SIMA<Participium<jeg
kingullinngorsimasungalu	kingulleq-NNGUR+SIMA<Participium<jeg+LU
kingullinngussagaluartunga	kingulleq-NNGUR-SSA=GALUAR<Participium<jeg
kingullerpassuit	kingulleq+PASSUAQ<flertal<Absolut
kingullerpassuillu	kingulleq+PASSUAQ<flertal<Absolut+LU
kingullerpassuarnulli	kingulleq+PASSUAQ<flertal<Terminalis+LI
kingulleqalaarpit	kingulleq-QAR-LAAR<Interrogativ<du
kingulleqalaarnermut	kingulleq-QAR-LAAR+NIQ<ental<Terminalis
kingulleqalaartunga	kingulleq-QAR-LAAR<Participium<jeg
kingulleqalaartungali	kingulleq-QAR-LAAR<Participium<jeg+LI
kingulleqalaartarpit	kingulleq-QAR-LAAR=TAR<Interrogativ<du
kingulleqalaartarnertulli	kingulleq-QAR-LAAR=TAR+NIQ<ental<Aequalis+LI
kingulleqalaartartunga	kingulleq-QAR-LAAR=TAR<Participium<jeg
kingulleqalaartartungalu	kingulleq-QAR-LAAR=TAR<Participium<jeg+LU
kingulleqassagaluarnernik	kingulleq-QAR-SSA=GALUAR+NIQ<flertal<Instrumentalis
kingulleqassavit	kingulleq-QAR-SSA<Interrogativ<du
kingulleqassasunga	kingulleq-QAR-SSA<Participium<jeg
kingulleqartaraluarnernilu	kingulleq-QAR+TAR=GALUAR+NIQ<flertal<Lokalis+LU
kingulliuvungalu	kingulleq-U<Indikativ<jeg+LU
kingulliusimasunga	kingulleq-U+SIMA<Participium<jeg
kingulliusimasarnernullu	kingulleq-U+SIMA=TAR+NIQ<flertal<Terminalis+LU
kingulliussasunga	kingulleq-U-SSA<Participium<jeg
kingulliusaraluarnerni	kingulleq-U+TAR=GALUAR+NIQ<flertal<Lokalis
kunngitullu	kunngi<ental<Aequalis+LU
kunngimili	kunngi<ental<Lokalis+LI
kunngiga	kunngi<ental<min>Absolut
kunngini	kunngi<flertal<Lokalis
kunngiinnaq	kunngi-INNAQ<ental>Absolut
kunngiinnarmi	kunngi-INNAQ<ental<Lokalis
kunngiinnara	kunngi-INNAQ<ental<min>Absolut
kunngiinnarnut	kunngi-INNAQ<flertal<Terminalis
kunngiinnanngulaartunga	kunngi-INNAQ-NNGUR-LAAR<Participium<jeg
kunngiinnaqalaartarpoq	kunngi-INNAQ-QAR-LAAR=TAR<Indikativ<han
kunngiinnaqarsimasarpoq	kunngi-INNAQ-QAR+SIMA=TAR<Indikativ<han
kunngilittullu	kunngi-LIK<ental<Aequalis+LU
kunngilimmut	kunngi-LIK<ental<Terminalis
kunngilimmullu	kunngi-LIK<ental<Terminalis+LU
kunngillillu	kunngi-LIK<flertal<Absolut+LU
kunngilerilaartarporli	kunngi-LIRI-LAAR=TAR<Indikativ<han+LI
kunngimiu	kunngi+MIU<ental<Absolut
kunngimiumik	kunngi+MIU<ental<Instrumentalis
kunngimiunngussagaluarnerat	kunngi+MIU-NNGUR-SSA=GALUAR+NIQ<ental<deres<Absolut
kunngimioqarporli	kunngi+MIU-QAR<Indikativ<han+LI
kunngimioqarporlu	kunngi+MIU-QAR<Indikativ<han+LU
kunngimioqarnerli	kunngi+MIU-QAR+NIQ+LI
kunngimioqarnerlu	kunngi+MIU-QAR+NIQ+LU
kunngimiuulaartartungalu	kunngi+MIU-U-LAAR=TAR<Participium<jeg+LU
kunngimiuusimasungalu	kunngi+MIU-U+SIMA<Participium<jeg+LU
kunngimiuusassagaluartunga	kunngi+MIU-U+TAR=SSA=GALUAR<Participium<jeg
kunnginngulaartunga	kunngi-NNGUR-LAAR<Participium<jeg
kunnginngussagaluarpunga	kunngi-NNGUR-SSA=GALUAR<Indikativ<jeg
kunnginngussagaluartungali	kunngi-NNGUR-SSA=GALUAR<Participium<jeg+LI
kunngerpassuit	kunngi+PASSUAQ<flertal<Absolut
kunngerpassuilli	kunngi+PASSUAQ<flertal<Absolut+LI
kunngerpassuillu	kunngi+PASSUAQ<flertal<Absolut+LU
kunngerpassuartut	kunngi+PASSUAQ<flertal<Aequalis
kunngerpassuarnik	kunngi+PASSUAQ<flertal<Instrumentalis
kunngerpassuarni	kunngi+PASSUAQ<flertal<Lokalis
kunngerpassuarnut	kunngi+PASSUAQ<flertal<Terminalis
kunngerpassuarnulli	kunngi+PASSUAQ<flertal<Terminalis+LI
kunngeqalaarpit	kunngi-QAR-LAAR<Interrogativ<du
kunngeqalaarneq	kunngi-QAR-LAAR+NIQ<ental<Absolut
kunngeqalaartungalu	kunngi-QAR-LAAR<Participium<jeg+LU
kunngeqalaartarpunga	kunngi-QAR-LAAR=TAR<Indikativ<jeg
kunngeqalaartarneralli	kunngi-QAR-LAAR=TAR+NIQ<ental<deres<Absolut+LI
kunngeqartunga	kunngi-QAR<Participium<jeg
kunngeqarsimasarpunga	kunngi-QAR+SIMA=TAR<Indikativ<jeg
kunngeqassagaluarpunga	kunngi-QAR-SSA=GALUAR<Indikativ<jeg
kunngeqassagaluarnerat	kunngi-QAR-SSA=GALUAR+NIQ<ental<deres<Absolut
kunngeqassagaluartunga	kunngi-QAR-SSA=GALUAR<Participium<jeg
kunngeqassagaluartungalu	kunngi-QAR-SSA=GALUAR<Participium<jeg+LU
kunngeqassavungalu	kunngi-QAR-SSA<Indikativ<jeg+LU
kunngeqassaneq	kunngi-QAR-SSA+NIQ<ental<Absolut
kunngeqassanerni	kunngi-QAR-SSA+NIQ<flertal<Lokalis
kunngeqassasunga	kunngi-QAR-SSA<Participium<jeg
kunngiusimasartunga	kunngi-U+SIMA=TAR<Participium<jeg
Maniitsoq	Maniitsoq<Absolut
Maniitsorli	Maniitsoq<Absolut+LI
Maniitsorlu	Maniitsoq<Absolut+LU
Maniitsumik	Maniitsoq<Instrumentalis
Maniitsumilli	Maniitsoq<Instrumentalis+LI
Maniitsumillu	Maniitsoq<Instrumentalis+LU
Maniitsumi	Maniitsoq<Lokalis
Maniitsumili	Maniitsoq<Lokalis+LI
Maniitsumilu	Maniitsoq<Lokalis+LU
Maniitsormiuli	Maniitsoq+MIU<ental<Absolut+LI
Maniitsormiulu	Maniitsoq+MIU<ental<Absolut+LU
Maniitsormiumilli	Maniitsoq+MIU<ental<Instrumentalis+LI
Maniitsormiumi	Maniitsoq+MIU<ental<Lokalis
Maniitsormiumili	Maniitsoq+MIU<ental<Lokalis+LI
Maniitsormiumilu	Maniitsoq+MIU<ental<Lokalis+LU
Maniitsormiumulli	Maniitsoq+MIU<ental<Terminalis+LI
Maniitsormiunik	Maniitsoq+MIU<flertal<Instrumentalis
Maniitsormiunilli	Maniitsoq+MIU<flertal<Instrumentalis+LI
Maniitsormiunillu	Maniitsoq+MIU<flertal<Instrumentalis+LU
Maniitsormiuni	Maniitsoq+MIU<flertal<Lokalis
Maniitsormiunili	Maniitsoq+MIU<flertal<Lokalis+LI
Maniitsormiunut	Maniitsoq+MIU<flertal<Terminalis
Maniitsormiunulli	Maniitsoq+MIU<flertal<Terminalis+LI
Maniitsormiulerigaluartunga	Maniitsoq+MIU-LIRI+GALUAR<Participium<jeg
Maniitsormiulerilaartarnernut	Maniitsoq+MIU-LIRI-LAAR=TAR+NIQ<flertal<Terminalis
Maniitsormiulerisunga	Maniitsoq+MIU-LIRI<Participium<jeg
Maniitsormiulerisimasartunga	Maniitsoq+MIU-LIRI+SIMA=TAR<Participium<jeg
Maniitsormiulerissavugut	Maniitsoq+MIU-LIRI-SSA<Indikativ<vi
Maniitsormiulerisassanerli	Maniitsoq+MIU-LIRI+TAR=SSA+NIQ<ental<Absolut+LI
Maniitsormiunngulaartunga	Maniitsoq+MIU-NNGUR-LAAR<Participium<jeg
Maniitsormiunngulaartartungalu	Maniitsoq+MIU-NNGUR-LAAR=TAR<Participium<jeg+LU
Maniitsormiunngorsimanernilu	Maniitsoq+MIU-NNGUR+SIMA+NIQ<flertal<Lokalis+LU
Maniitsormioqarpoq	Maniitsoq+MIU-QAR<Indikativ<han
Maniitsormioqarporli	Maniitsoq+MIU-QAR<Indikativ<han+LI
Maniitsormioqarporlu	Maniitsoq+MIU-QAR<Indikativ<han+LU
Maniitsormioqarneq	Maniitsoq+MIU-QAR+NIQ
Maniitsormioqarnerli	Maniitsoq+MIU-QAR+NIQ+LI
Maniitsormioqarnerlu	Maniitsoq+MIU-QAR+NIQ+LU
Maniitsormiuulaarneralli	Maniitsoq+MIU-U-LAAR+NIQ<ental<deres<Absolut+LI
Maniitsormiuulaartarpunga	Maniitsoq+MIU-U-LAAR=TAR<Indikativ<jeg
Maniitsormiuulaartartunga	Maniitsoq+MIU-U-LAAR=TAR<Participium<jeg
Maniitsormiuusunga	Maniitsoq+MIU-U<Participium<jeg
Maniitsormiuusimasarneq	Maniitsoq+MIU-U+SIMA=TAR+NIQ<ental<Absolut
Maniitsormiuusimasartunga	Maniitsoq+MIU-U+SIMA=TAR<Participium<jeg
Maniitsormiuusimasartungalu	Maniitsoq+MIU-U+SIMA=TAR<Participium<jeg+LU
Maniitsormiuussagaluarpungali	Maniitsoq+MIU-U-SSA=GALUAR<Indikativ<jeg+LI
Maniitsormiuussavunga	Maniitsoq+MIU-U-SSA<Indikativ<jeg
Maniitsormiuussasunga	Maniitsoq+MIU-U-SSA<Participium<jeg
Maniitsormiuussasungalu	Maniitsoq+MIU-U-SSA<Participium<jeg+LU
Maniitsormiuusaraluarpoq	Maniitsoq+MIU-U+TAR=GALUAR<Indikativ<han
Maniitsormiuusaraluartunga	Maniitsoq+MIU-U+TAR=GALUAR<Participium<jeg
Maniitsormiuusarpunga	Maniitsoq+MIU-U+TAR<Indikativ<jeg
Maniitsormiuusassagaluarporli	Maniitsoq+MIU-U+TAR=SSA=GALUAR<Indikativ<han+LI
Maniitsormiuusassagaluarnerat	Maniitsoq+MIU-U+TAR=SSA=GALUAR+NIQ<ental<deres<Absolut
Maniitsormiuusassavit	Maniitsoq+MIU-U+TAR=SSA<Interrogativ<du
Maniitsormiuusassanerit	Maniitsoq+MIU-U+TAR=SSA+NIQ<flertal<Relativ
Maniitsormiuusassasunga	Maniitsoq+MIU-U+TAR=SSA<Participium<jeg
Maniitsumut	Maniitsoq<Terminalis
Maniitsumulli	Maniitsoq<Terminalis+LI
Maniitsumullu	Maniitsoq<Terminalis+LU
meeraq	meeraq<ental<Absolut
meerarli	meeraq<ental<Absolut+LI
meerarlu	meeraq<ental<Absolut+LU
meeqqatut	meeraq<ental<Aequalis
meeqqatulli	meeraq<ental<Aequalis+LI
